response_mode,id,url,flight_proven,serial_number,is_placeholder,details,successful_landings,attempted_landings,flights,last_launch_date,first_launch_date,fastest_turnaround,status.id,status.name,image.id,image.name,image.image_url,image.thumbnail_url,image.credit,image.license.id,image.license.name,image.license.priority,image.license.link,image.single_use,image.variants,launcher_config.response_mode,launcher_config.id,launcher_config.url,launcher_config.name,launcher_config.families,launcher_config.full_name,launcher_config.variant,image
detailed,24,https://ll.thespacedevs.com/2.3.0/launchers/24/,True,B1015,False,Destroyed on impact with droneship due to excess lateral velocity - throttle stiction,0.0,1.0,1.0,2015-04-14T20:10:41Z,2015-04-14T20:10:41Z,,4,lost,1579.0,[AUTO] B1015 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/24_image_20190226091549.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193209.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,25,https://ll.thespacedevs.com/2.3.0/launchers/25/,True,B1016,False,,0.0,0.0,1.0,2015-04-27T23:03:00Z,2015-04-27T23:03:00Z,,4,lost,1580.0,[AUTO] B1016 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/25_image_20190226091642.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193211.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,28,https://ll.thespacedevs.com/2.3.0/launchers/28/,True,B1017,False,Destroyed after drone ship landing due to landing leg failure,0.0,1.0,1.0,2016-01-17T18:42:18Z,2016-01-17T18:42:18Z,,4,lost,1581.0,[AUTO] B1017 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/28_image_20190226105336.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193212.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,26,https://ll.thespacedevs.com/2.3.0/launchers/26/,True,B1018,False,RUD at T + 139s - second stage overpressure event due to defective COPV strut heim joint,0.0,1.0,1.0,2015-06-28T14:21:11Z,2015-06-28T14:21:11Z,,4,lost,1582.0,[AUTO] B1018 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/26_image_20190226105108.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193214.jpeg,,1.0,Unknown,9.0,,True,[],list,14,https://ll.thespacedevs.com/2.3.0/launcher_configurations/14/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 v1.1,v1.1,
detailed,27,https://ll.thespacedevs.com/2.3.0/launchers/27/,True,B1019,False,"Retired; on permanent display outside SpaceX headquarters, Hawthorne, California.",1.0,1.0,1.0,2015-12-22T01:29:00Z,2015-12-22T01:29:00Z,,1,retired,1583.0,[AUTO] B1019 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/27_image_20190226080753.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193215.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,29,https://ll.thespacedevs.com/2.3.0/launchers/29/,True,B1020,False,"Destroyed on Impact with DroneShip (OCISLY) - Excess Velocity, Possible Fuel Exhaustion",0.0,1.0,1.0,2016-03-04T23:35:00Z,2016-03-04T23:35:00Z,,4,lost,1584.0,[AUTO] B1020 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/29_image_20190226105526.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193217.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,31,https://ll.thespacedevs.com/2.3.0/launchers/31/,True,B1022,False,Removed from active fleet for Δ Qualification Testing. Retired after eight to ten test cycles.  Currently partially disassembled at McGregor.,1.0,1.0,1.0,2016-05-06T05:21:00Z,2016-05-06T05:21:00Z,,1,retired,1586.0,[AUTO] B1022 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/31_image_20190226082143.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193220.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,33,https://ll.thespacedevs.com/2.3.0/launchers/33/,True,B1024,False,RUD on deck of droneship (OCISLY),0.0,1.0,1.0,2016-06-15T14:29:00Z,2016-06-15T14:29:00Z,,4,lost,1588.0,[AUTO] B1024 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/33_image_20190226105723.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193224.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,35,https://ll.thespacedevs.com/2.3.0/launchers/35/,True,B1026,False,Permanently scrapped.,1.0,1.0,1.0,2016-08-14T05:26:00Z,2016-08-14T05:26:00Z,,1,retired,1590.0,[AUTO] B1026 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/35_image_20190226082335.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193227.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,36,https://ll.thespacedevs.com/2.3.0/launchers/36/,True,B1028,False,---,0.0,0.0,1.0,2016-09-03T07:00:00Z,2016-09-03T07:00:00Z,,4,lost,1591.0,[AUTO] B1028 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/36_image_20190226110009.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193228.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,39,https://ll.thespacedevs.com/2.3.0/launchers/39/,True,B1030,False,Stage Expended,0.0,0.0,1.0,2017-03-16T06:00:00Z,2017-03-16T06:00:00Z,,2,expended,1593.0,[AUTO] B1030 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/39_image_20190226110321.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193232.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,51,https://ll.thespacedevs.com/2.3.0/launchers/51/,True,B1033,False,"Two of the outer engines didn't re-ignite for the landing burn, ran out of TEA/TEB igniters. ",0.0,1.0,1.0,2018-02-06T20:45:00Z,2018-02-06T20:45:00Z,,4,lost,1596.0,[AUTO] B1033 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/51_image_20190226084354.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193237.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,41,https://ll.thespacedevs.com/2.3.0/launchers/41/,True,B1034,False,Stage Expended,0.0,0.0,1.0,2017-05-15T23:21:00Z,2017-05-15T23:21:00Z,,2,expended,1597.0,[AUTO] B1034 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/41_image_20190226110440.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193239.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,44,https://ll.thespacedevs.com/2.3.0/launchers/44/,True,B1037,False,Stage Expended,0.0,0.0,1.0,2017-07-05T23:38:00Z,2017-07-05T23:38:00Z,,2,expended,1600.0,[AUTO] B1037 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/44_image_20191115083053.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193245.jpeg,,1.0,Unknown,9.0,,True,[],list,55,https://ll.thespacedevs.com/2.3.0/launcher_configurations/55/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Full Thrust,Full Thrust,
detailed,49,https://ll.thespacedevs.com/2.3.0/launchers/49/,True,B1042,False,Retired.,1.0,1.0,1.0,2017-10-30T19:34:00Z,2017-10-30T19:34:00Z,,1,retired,1605.0,[AUTO] B1042 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/49_image_20190226084131.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193253.jpeg,,1.0,Unknown,9.0,,True,[],list,145,https://ll.thespacedevs.com/2.3.0/launcher_configurations/145/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 4,Block 4,
detailed,52,https://ll.thespacedevs.com/2.3.0/launchers/52/,True,B1044,False,Stage Expended,0.0,0.0,1.0,2018-03-06T05:33:00Z,2018-03-06T05:33:00Z,,2,expended,1607.0,[AUTO] B1044 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/52_image_20190226084428.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193256.jpeg,,1.0,Unknown,9.0,,True,[],list,145,https://ll.thespacedevs.com/2.3.0/launcher_configurations/145/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 4,Block 4,
detailed,1,https://ll.thespacedevs.com/2.3.0/launchers/1/,True,B1050,False,Towed to Port of Canaveral; cannibalized for parts to build Starhopper.,0.0,1.0,1.0,2018-12-05T18:16:16Z,2018-12-05T18:16:16Z,,1,retired,1613.0,[AUTO] B1050 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/1_image_20230201124850.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193306.jpeg,,1.0,Unknown,9.0,,True,[],list,164,https://ll.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5,
detailed,61,https://ll.thespacedevs.com/2.3.0/launchers/61/,True,B1054,False,Stage Expended,0.0,0.0,1.0,2018-12-23T13:51:00Z,2018-12-23T13:51:00Z,,2,expended,1617.0,[AUTO] B1054 - image,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/61_image_20190228071607.jpg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193312.jpeg,,1.0,Unknown,9.0,,True,[],list,164,https://ll.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5,
detailed,250,https://ll.thespacedevs.com/2.3.0/launchers/250/,False,B1104,False,Falcon 9 booster.,0.0,0.0,0.0,,,,3,active,1736.0,Falcon 9 liftoff from LC-39A,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/falcon_9_image_20230807133459.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193628.jpeg,SpaceX,5.0,CC BY-NC 2.0,1.0,https://creativecommons.org/licenses/by-nc/2.0/,False,[],list,164,https://ll.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5,
detailed,244,https://ll.thespacedevs.com/2.3.0/launchers/244/,False,B1102,False,Falcon 9 booster (may fly as a Falcon Heavy side booster later).,0.0,0.0,0.0,,,,3,active,1736.0,Falcon 9 liftoff from LC-39A,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/falcon_9_image_20230807133459.jpeg,https://thespacedevs-prod.nyc3.digitaloceanspaces.com/media/images/255bauto255d__image_thumbnail_20240305193628.jpeg,SpaceX,5.0,CC BY-NC 2.0,1.0,https://creativecommons.org/licenses/by-nc/2.0/,False,[],list,164,https://ll.thespacedevs.com/2.3.0/launcher_configurations/164/,Falcon 9,"[{'response_mode': 'list', 'id': 1, 'name': 'Falcon'}, {'response_mode': 'list', 'id': 176, 'name': 'Falcon 9'}]",Falcon 9 Block 5,Block 5,
